-,-,-
341, 109, 1045
438, 186, 1098
399, 91, 1038
399, 24, 924
399, 24, 924
396, 98, 1011
387, 116, 1082
394, 87, 994
382, 165, 906
382, 165, 906
372, 219, 797
336, 293, 729
307, 332, 745
288, 262, 673
288, 262, 673
258, 267, 716
241, 267, 749
231, 182, 770
241, 65, 794
241, 65, 794
259, -186, 868
251, -363, 1095
213, -449, 1311
179, -598, 1473
124, -616, 1542
75, -563, 1436
49, -350, 1284
49, -350, 1284
69, -58, 991
97, 206, 832
152, 404, 753
231, 530, 660
231, 530, 436
299, 602, 436
332, 746, 241
292, 824, 406
237, 869, 559
170, 867, 577
170, 867, 577
124, 852, 450
75, 854, 404
36, 877, 366
-45, 840, 358
-45, 840, 358
-67, 841, 333
-41, 885, 333
-70, 894, 415
-192, 908, 520
-192, 908, 520
-311, 941, 644
-318, 869, 631
-335, 610, 796
-423, 310, 1134
-492, 146, 1447
-355, -41, 1412
-294, -455, 1371
-131, -767, 1917
10, -658, 1973
-50, -449, 1561
-50, -449, 1561
-155, -468, 1329
-222, -513, 1488
-247, -603, 1523
-203, -719, 1259
-160, -727, 1204
-140, -795, 1186
-196, -991, 1083
-249, -979, 1022
-284, -864, 1003
-296, -573, 1102
-335, -300, 1106
-308, 95, 990
-294, 592, 971
-365, 919, 1042
-471, 1026, 1181
-425, 1073, 1189
-252, 1146, 1103
-157, 1113, 1134
-197, 877, 1194
-211, 725, 1134
-,-,-
152, 99, 1069
268, -45, 898
224, 38, 1120
139, -34, 997
139, -34, 997
161, -162, 912
324, -228, 1007
241, -426, 1183
268, -295, 1196
265, -244, 1037
296, -196, 809
287, -110, 782
253, -110, 826
253, 43, 826
232, 191, 782
205, 251, 761
207, 332, 796
187, 348, 761
187, 348, 761
119, 595, 855
97, 785, 766
99, 880, 696
116, 857, 717
116, 857, 717
105, 806, 707
95, 789, 582
72, 873, 534
72, 873, 534
41, 899, 464
26, 822, 398
37, 678, 342
0, 613, 345
0, 613, 345
-73, 666, 416
-112, 713, 448
-148, 678, 374
-148, 678, 374
-190, 617, 409
-239, 474, 668
-292, 309, 917
-377, 220, 1007
-420, 188, 1047
-379, 20, 1282
-286, -293, 1647
-202, -517, 1846
-187, -565, 1855
-193, -598, 1594
-247, -527, 1505
-351, -601, 1476
-386, -925, 1600
-386, -925, 1600
-411, -1088, 1642
-336, -967, 1010
-336, -967, 1010
-324, -913, 948
-384, -770, 1144
-404, -538, 1167
-300, -206, 885
-193, 149, 766
-247, 456, 867
-254, 826, 1033
-191, 1261, 1206
-246, 1366, 1240
-329, 1311, 1340
-406, 1256, 1285
-359, 1018, 972
-,-,-
208, 136, 893
208, 136, 893
228, 42, 773
222, 54, 793
305, 108, 784
315, 101, 816
315, 101, 816
284, 42, 860
251, -86, 935
183, -207, 1020
105, -199, 1106
69, -247, 996
69, -247, 996
91, -393, 840
90, -531, 1013
69, -567, 1234
70, -543, 1182
71, -491, 1123
42, -368, 1181
42, -368, 1181
-29, -226, 1135
-85, 34, 994
-69, 293, 823
-30, 413, 732
7, 478, 696
7, 478, 696
59, 497, 729
64, 577, 826
24, 680, 673
24, 680, 673
-26, 928, 579
-12, 1072, 407
10, 1066, 331
4, 973, 356
4, 973, 356
-45, 944, 416
-77, 1046, 280
-67, 1182, 290
-110, 1142, 548
-110, 1142, 548
-209, 977, 606
-296, 865, 607
-402, 815, 674
-509, 580, 975
-566, 188, 1401
-542, -132, 1597
-373, -429, 1830
-340, -696, 1995
-374, -688, 1980
-483, -593, 1773
-510, -683, 1525
-508, -820, 1452
-483, -1038, 1437
-497, -1067, 1292
-445, -1080, 998
-366, -1132, 840
-379, -1221, 919
-468, -1241, 890
-513, -1111, 824
-484, -869, 766
-484, -869, 766
-487, -556, 917
-479, -185, 932
-413, 287, 817
-318, 743, 854
-457, 1250, 1232
-627, 1421, 1466
-546, 1360, 1344
-228, 1256, 1214
-182, 1105, 1531
-272, 893, 1606
-,-,-
129, 47, 936
231, -148, 885
166, -217, 853
112, -232, 923
112, -232, 923
90, -331, 908
178, -585, 768
259, -646, 941
266, -531, 1032
246, -402, 949
246, -284, 805
215, -174, 750
215, -174, 750
147, -14, 803
78, 152, 854
25, 294, 879
-10, 481, 898
-10, 481, 898
3, 559, 821
-43, 722, 843
-119, 918, 760
-177, 1024, 643
-179, 1020, 561
-179, 1020, 561
-187, 988, 642
-245, 983, 697
-320, 1005, 520
-336, 1100, 328
-310, 1105, 261
-306, 1082, 462
-404, 1011, 616
-537, 951, 622
-573, 885, 617
-573, 885, 617
-569, 528, 792
-597, 77, 1079
-596, -320, 1508
-487, -586, 1909
-355, -739, 1998
-341, -702, 1805
-240, -727, 1495
-343, -850, 1640
-444, -832, 1802
-446, -917, 1552
-401, -928, 1266
-360, -883, 1138
-352, -926, 1084
-354, -959, 960
-336, -955, 751
-302, -978, 728
-335, -932, 833
-335, -932, 833
-426, -800, 932
-481, -566, 868
-457, -285, 878
-442, -48, 958
-441, 198, 1129
-422, 460, 1030
-407, 734, 1111
-393, 1045, 1202
-456, 1235, 1435
-452, 1148, 1344
-406, 930, 1273
-420, 771, 1278
-373, 585, 1242
-373, 585, 1242
-330, 421, 1183
-,-,-
134, 11, 938
134, 11, 938
144, 130, 1004
137, 21, 893
122, 80, 805
136, 84, 813
136, 84, 813
192, -57, 960
247, 19, 1051
228, 104, 947
203, 185, 899
203, 185, 899
152, 132, 937
114, -4, 1032
68, -225, 1158
28, -348, 1179
12, -408, 1056
12, -408, 1056
32, -489, 927
73, -620, 926
80, -691, 1095
26, -713, 1178
-52, -540, 1197
-110, -296, 1073
-110, -296, 1073
-136, -51, 999
-122, 139, 924
-106, 270, 822
-98, 402, 853
-138, 568, 824
-197, 732, 698
-236, 1015, 564
-209, 1114, 470
-209, 1114, 470
-230, 1141, 516
-271, 1137, 349
-334, 1174, 272
-338, 1228, 290
-413, 1179, 264
-518, 1159, 517
-586, 1053, 716
-631, 942, 816
-636, 769, 805
-613, 453, 969
-613, 453, 969
-599, -45, 1516
-546, -499, 1819
